,Return,Volatility,Sharpe,Weights
70,0.26021989311808247,0.21927400861810098,1.049918750375223,"[0.25283151 0.06777502 0.12610919 0.1272887  0.06807778 0.15225338
 0.20566441]"
71,0.2342242962420054,0.22302941268267856,0.9156832445798139,"[0.19273514 0.13367389 0.14093154 0.16274965 0.10749879 0.13776852
 0.12464247]"
72,0.21523407366014788,0.21733492762998,0.8522977676902219,"[0.12124706 0.16273631 0.17515381 0.14821743 0.10147698 0.21583761
 0.07533081]"
73,0.2599622087689175,0.21953874019679162,1.0474789486483453,"[0.21791876 0.12818372 0.22136528 0.01505976 0.05734995 0.23633092
 0.12379161]"
74,0.27728347146365045,0.24251768406994986,1.0196512984691293,"[0.000665   0.20089457 0.09465372 0.26314942 0.10134393 0.02695771
 0.31233564]"
75,0.24887132659009867,0.24724320508841527,0.8852470849980663,"[0.23069211 0.20022413 0.16448694 0.1261369  0.16576984 0.04808484
 0.06460524]"
76,0.29928122373711646,0.25728914317989715,1.046609353231957,"[0.1687258  0.15323318 0.25781667 0.08981776 0.23949637 0.08676276
 0.00414746]"
77,0.2175271087597827,0.25407084209953357,0.7380898461631342,"[0.16141276 0.25725968 0.06138458 0.19420629 0.18924099 0.0477627
 0.088733  ]"
78,0.19552862305814822,0.21892617091155767,0.7560933549832143,"[0.07658623 0.15518922 0.12369764 0.13374868 0.16215124 0.34111215
 0.00751484]"
79,0.29463718897882274,0.22213110572861106,1.191355835153243,"[0.08387195 0.04372134 0.14706522 0.21385688 0.14546321 0.15081393
 0.21520746]"
80,0.42186115610471137,0.27591737725283944,1.420211948976399,"[0.01748404 0.09069823 0.13585352 0.11935427 0.30061048 0.04485664
 0.29114282]"
81,0.2005667585681229,0.22511194496588124,0.757697502875623,"[0.22209771 0.15467585 0.11948064 0.16956349 0.12094722 0.15330069
 0.0599344 ]"
82,0.3408197651194973,0.27911297379793354,1.113598414613712,"[0.04513411 0.21157222 0.27216329 0.04997379 0.31137174 0.10337546
 0.0064094 ]"
83,0.23429656547096966,0.21914114498290002,0.932260190056556,"[0.18011652 0.06017393 0.18960561 0.24282499 0.12149139 0.11691015
 0.08887742]"
84,0.23209369261230364,0.2154792783513284,0.9378799398186204,"[0.2351766  0.01045242 0.07391773 0.18243601 0.12855193 0.23629917
 0.13316614]"
85,0.389298628723305,0.26144563464706205,1.374276641521819,"[0.00056627 0.019784   0.06469711 0.03061215 0.30295759 0.33732233
 0.24406055]"
86,0.19664746898068122,0.23302694433031415,0.7151424890353433,"[0.29285244 0.14509284 0.04667036 0.25286892 0.05534278 0.01255115
 0.19462151]"
87,0.19714350889988547,0.22648086230011222,0.7380027928293642,"[0.12096601 0.1583517  0.02218794 0.26979985 0.11877945 0.13950469
 0.17041036]"
88,0.24369543682193057,0.22835033396587134,0.9358227470508931,"[0.03171606 0.15622051 0.33368875 0.25874947 0.06393845 0.0587975
 0.09688926]"
89,0.2368848459180242,0.2524760666546656,0.8194235939242485,"[0.25082741 0.20264337 0.1015417  0.08523497 0.21038075 0.12491584
 0.02445597]"
90,0.2476858884381446,0.22571143959437723,0.9644433123520224,"[0.08017894 0.2063566  0.18009813 0.09312958 0.10860957 0.20935472
 0.12227246]"
91,0.29953293690649535,0.23522916886252232,1.1458312683322942,"[0.1964559  0.02726544 0.14866713 0.200861   0.18454959 0.08064591
 0.16155503]"
92,0.3263812152958047,0.23346899531142498,1.2694671294595712,"[0.12292715 0.00410453 0.14409246 0.15513775 0.20976309 0.18117064
 0.18280438]"
93,0.2708619038696132,0.2716954699992646,0.8865142428405786,"[0.2965214  0.01986283 0.04209161 0.27359507 0.29873328 0.00218993
 0.06700588]"
94,0.31759017261746975,0.23932893225651186,1.2016523447705507,"[0.08684352 0.08819778 0.23791879 0.13471268 0.21404024 0.13970967
 0.09857731]"
95,0.35709091168540336,0.22298933574340352,1.4668455358860335,"[0.02525804 0.02049776 0.18112506 0.13234176 0.11455057 0.19799592
 0.32823089]"
96,0.38222598268976676,0.2500904696940847,1.4083942627666546,"[0.12436506 0.02075375 0.13369472 0.04484518 0.24361553 0.19896703
 0.23375873]"
97,0.24779549045425522,0.2276150502928574,0.9568589167281866,"[0.16854052 0.16715748 0.21580586 0.09283096 0.12179334 0.1679578
 0.06591404]"
98,0.34437766052526775,0.24602126277180442,1.277847520101817,"[0.07542401 0.14626103 0.23892956 0.00530623 0.2107759  0.19827062
 0.12503265]"
99,0.34971052577724765,0.23601612719830609,1.3546130494236086,"[0.06356671 0.02771252 0.23550701 0.16013357 0.20489579 0.13083405
 0.17735034]"
100,0.348399811454155,0.24603869244085125,1.2941046316554443,"[0.11742865 0.04748599 0.16718248 0.06842545 0.24794252 0.20409247
 0.14744244]"
101,0.26207975564832003,0.23436195441526833,0.990262076570225,"[0.17083897 0.04091447 0.17824087 0.30357343 0.17091389 0.02072722
 0.11479115]"
102,0.26630461099934355,0.24794276301045362,0.9530611344739294,"[0.22513541 0.19303917 0.18761232 0.08929556 0.17331339 0.06908063
 0.06252353]"
103,0.250293436213394,0.2345433700062855,0.9392439283510354,"[0.17066525 0.13724712 0.22303164 0.1862217  0.15488404 0.07540401
 0.05254625]"
104,0.1295921164883686,0.20167205288564702,0.49383201620325534,"[0.15744446 0.08785373 0.1268438  0.30862875 0.01940265 0.23412379
 0.06570282]"
105,0.2163825910708723,0.23698578029881426,0.7864716222039287,"[6.15940364e-02 4.84395971e-02 1.62274328e-04 2.59329365e-01
 2.63295360e-01 3.11492824e-01 5.56865431e-02]"
106,0.23997008202902884,0.2401402119608823,0.8743645236027024,"[0.14569147 0.11118235 0.15636376 0.24053877 0.21748982 0.1002344
 0.02849942]"
107,0.2806018240093206,0.23365035497858072,1.0725505811120803,"[0.02743441 0.20505903 0.16060304 0.04175311 0.16406788 0.26913497
 0.13194756]"
108,0.4652361189259121,0.26195794074532336,1.6614732795943397,"[0.03511694 0.01695791 0.25261573 0.05050904 0.24115822 0.07935046
 0.3242917 ]"
109,0.24196534619718962,0.24681575625920654,0.8587998975826449,"[0.26169203 0.15684919 0.05022996 0.11665269 0.19902533 0.12746764
 0.08808317]"
110,0.2641260695701234,0.23092608564329187,1.0138571782305033,"[0.16442043 0.14720107 0.22206774 0.19016063 0.08650352 0.03000673
 0.15963988]"
111,0.27151811612257115,0.2286095405975956,1.056465602840686,"[0.26319226 0.05933251 0.13300221 0.22021803 0.01487344 0.00224487
 0.30713668]"
112,0.3475809077091702,0.25362452802194174,1.2521695365429935,"[0.14769269 0.04128518 0.28497512 0.13393316 0.24845704 0.07176658
 0.07189023]"
113,0.2610619794760639,0.2279445450312521,1.0136762844857041,"[0.1831036  0.09013569 0.111512   0.1647176  0.15973624 0.15200596
 0.1387889 ]"
114,0.20277452105008775,0.23161705601728358,0.7459490420135341,"[0.18622396 0.12941706 0.24852035 0.30229445 0.09468869 0.00202405
 0.03683144]"
115,0.41345981858225245,0.29435177775216004,1.3027263552154256,"[0.03335953 0.07482103 0.19671059 0.11736657 0.38893711 0.06223978
 0.12656539]"
116,0.2162568833339032,0.22791103031014456,0.8172350547511552,"[0.21788486 0.21685992 0.05854212 0.05606015 0.03738713 0.20925762
 0.20400821]"
117,0.1938016666213022,0.2277156749542863,0.7193253896737026,"[0.32658915 0.03145967 0.08251856 0.33401387 0.0758018  0.00410731
 0.14550964]"
118,0.3323866572507956,0.2555048306944981,1.1834870457394724,"[0.16892224 0.16798543 0.21675688 0.06362196 0.20211994 0.04420207
 0.13639148]"
119,0.22161964271644827,0.2213308117698848,0.8657612610921659,"[0.16497036 0.15215836 0.18757034 0.19769488 0.07251562 0.1060505
 0.11903993]"
120,0.16865964567512592,0.21166317846463023,0.6550957359751475,"[0.15492393 0.16275483 0.12865625 0.21845252 0.02124182 0.19094295
 0.12302771]"
121,0.3312917413254385,0.24331555150578146,1.238275726565219,"[0.18115562 0.07349104 0.16695537 0.17769082 0.16510565 0.00233144
 0.23327005]"
